date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:44	50312/50312	---M--	200	added ('OK')	image/webp	etag:%22cadc5d25d15a7350c734e3027fa19903%22	https://cdn.prod.website-files.com/677eb7a8b24002ad5c64eacc/677eb93db261076d918b38e9_Blog%20Images%20(6).webp	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677eb7a8b24002ad5c64eacc/677eb93db261076d918b38e9_Blog%20Images%20(6).webp	(from https://ovo-feathers.webflow.io/blog)
11:52:44	214/214	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224510d38e851a16dd4540cf9ec1699845%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d7_Back%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d7_Back%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:45	285/285	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bab34f82deea03b8d638e7bb70cb1bdd%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d8_Style%20Guide%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d8_Style%20Guide%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:45	485/485	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211e20c613e48ee53b5f9e3948cbf1f40%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d9_Home%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64d9_Home%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:45	605/605	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224dc5fb62d8fdb7e8a0b26c61519a9a6e%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64db_Flag%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64db_Flag%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:45	1102/1102	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d92375a9306dd802443713d8973f69d%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64da_Loading%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64da_Loading%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:46	405596/405596	---M--	200	added ('OK')	image/jpeg	etag:%22cb5be9f45e81c12f4e664abc350f4f97%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64aa_Blog%20Image%2005.jpg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64aa_Blog%20Image%2005.jpg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:46	639/639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22be0e43c05099fce807d2f7fb067a8f51%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64dc_I%20Icon.svg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64dc_I%20Icon.svg	(from https://ovo-feathers.webflow.io/template/style-guide)
11:52:46	12088/12088	---M--	200	added ('OK')	image/webp	etag:%2263d68aef1d752ddbf8c667575849f37c%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e0_Tempo.webp	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e0_Tempo.webp	(from https://ovo-feathers.webflow.io/template/licensing)
11:52:47	12954/12954	---M--	200	added ('OK')	image/webp	etag:%2262bd0ce1fdb9be6a4f18a917b6f70ee8%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e2_Facebook.webp	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e2_Facebook.webp	(from https://ovo-feathers.webflow.io/template/licensing)
11:52:47	17542/17542	---M--	200	added ('OK')	image/webp	etag:%22b8e8ab4d861f1a84e778dcb9aceaff09%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e1_Logo%20To%20Use.webp	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677e8b595194a56effed64e1_Logo%20To%20Use.webp	(from https://ovo-feathers.webflow.io/template/licensing)
11:52:47	199969/199969	---M--	200	added ('OK')	image/jpeg	etag:%2207cbd745a8e13ab831c6dd70105a2209%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677ec6d6bbfd6dd32d3e8556_Instructions%2001.jpg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677ec6d6bbfd6dd32d3e8556_Instructions%2001.jpg	(from https://ovo-feathers.webflow.io/template/instructions)
11:52:48	629665/629665	---M--	200	added ('OK')	image/jpeg	etag:%22ff179a03c358cd846e9d57b4cbbb9ad9%22	https://cdn.prod.website-files.com/677e8b595194a56effed6497/677ec6d69b08c1927138fde9_Instructions%202.jpg	C:/Users/Jose/Desktop/Redirct%20default%20file/WEB/ovo-feathers.webflow/cdn.prod.website-files.com/677e8b595194a56effed6497/677ec6d69b08c1927138fde9_Instructions%202.jpg	(from https://ovo-feathers.webflow.io/template/instructions)
